Regional Council,Registry,Locality,Date of Constitution,Email,Address,Postal Code,Phone,Fax,Mobile Phone,Name
Porto,47/05,PORTO,16-09-2005,cncm@cncm.pt,"Av. da Boavista, 3265, 4.4, Edf Oceanus",4100-137 PORTO,225431000,225431099,,"CNA - CURADO, NOGUEIRA & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Porto,61/06,GUIMARÃES,26-07-2006,geral@clt.pt,"Av. de Londres, Edfº. Luzaga, 540 - 3º.  ",4810-550 GUIMARÃES,253408203,253408205,,"COELHO LIMA, TEIXEIRA, BARREIRA, CUNHA RIBEIRO & ASSOCIADOS -SOCIEDADE DE ADVOGADOS RL"
Porto,37/13,VILA NOVA DE FAMALICÃO,07-06-2013,soc.@oa.pt,"Avenida Narciso Ferreira, nº 85 - 1º",4760-105 VILA NOVA DE FAMALICÃO,252375623,252313388,252317942,"CORREIA ARAÚJO & ASSOCIADOS, SOCIEDADE DE ADVOGADOS, SP, RL"
Porto,60/00,BARCELOS,27-12-2000,costadias@hotmail.com,Avª. João Paulo II,4750-304 BARCELOS,253826775,253811844,,"COSTA DIAS & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, RL"
Porto,38/13,SÃO MAMEDE DE INFESTA,20-06-2013,ibo@mail.telepac.pt,"Av. do Conde, 6083 - 1º esq. frt. ",4465-098 SÃO MAMEDE DE INFESTA,229066070,229066079,,"COSTA, CUNHA, PETIZ & ASSOCIADOS - SOCIEDADE DE ADVOGADOS,SP, RL"
Porto,17/23,PORTO,21-06-2023,info@cotarellierodrigues.com,"Rua Augusto Rosa, 79",4000-098 PORTO,916095590,,,"COTARELLI E RODRIGUES ADVOGADAS, SP, RL"
Porto,20/19,PORTO,29-05-2019,geral@crcadvogados.pt,"Esplanada do Castelo, n.º 141",4150-196 PORTO,227663742,227661189,,"CRC - SOCIEDADE DE ADVOGADOS, SP, RL"
Porto,37/02,VILA NOVA DE GAIA,19-04-2002,cristinacarlosadvogados@net.sapo.pt,"Av. da República,  1326 - 7º.  Sala  73",4430-192 VILA NOVA DE GAIA,223755903,223474876,,"CRISTINA SOUSA & CARLOS ASSUNÇÃO - SOCIEDADE DE ADVOGADOS, SP, RI"
Porto,45/17,PORTO,26-10-2017,tiago.cunha-53240P@adv.oa.pt,"Rua Gonçalo Cristóvão, 347 - 5º, sala 505",4000-270 PORTO,222030447,222030447,,"CUNHA & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Porto,30/05,PORTO,05-05-2005,dariofreitas@sapo.pt,"R. Sá da Bandeira, 651 - 2º. Drtº.   Salas  12 e  - 15",4000-437 PORTO,222087065,222081873,,DÁRIO FREITAS & ASSOCIADOS-SOCIEDADE DE ADVOGADOS RL
Porto,86/10,PORTO,13-10-2010,fernando.s.rodrigues-6582p@adv.oa.pt,"R. Gonçalo Sampaio, 329 - 4º. drtº.  Sala 4",4150-367 PORTO,225432184,225432199,,"DE LA FUENTE GARCIA & ASSOCIADOS-SOCIEDADE DE ADVOGADOS, RESPONSABILIDADE LIMITADA"
Porto,15/01,PORTO,24-04-2001,mail@delgado.pt,"Av. da Boavista, 1837 - 12º.  12.1",4100-133 PORTO,220114100,220114199,,"DELGADO E ASSOCIADOS-SOCIEDADE DE ADVOGADOS, SP, RL"
Porto,28/20,PORTO,29-09-2020,rds-11651p@adv.oa.pt,"Rua Rainha Dona Estefania, n.º 246 - 12º S 43",4150-303 PORTO,225432304,,,"DIAS DOS SANTOS & GOMES DA CUNHA - SOCIEDADE DE ADVOGADOS, SP, RL"
Porto,4/05,PORTO,09-01-2005,fdias@dcassociados.pt,"Av. de França, 94",4050-275 PORTO,226063162,226092225,,"DIAS, CARDOSO e ASSOCIADOS - SOCIEDADE DE ADVOGADOS SP, RL"
Porto,66/14,VILA POUCA DE AGUIAR,16-12-2014,soc.@oa.pt,"Rua de Timor, 21, Bloco 1, 2º andar Salas A/B",5450-020 VILA POUCA DE AGUIAR,259417439,259401009,,"DOMINGOS DIAS & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, RL"
Porto,48/07,PORTO,26-10-2007,f.douteiro-8040p@adv.oa.pt,"R. da Paz, 66  Sala  28",4050-461 PORTO,222051720,222051720,966030780,"DOUTEIRO, RODRIGUES DA SILVA,SOCIEDADE DE ADVOGADOS RL"
Porto,6/23,PORTO,26-01-2023,geral@dower.pt,"Rua Antero de Quental, n.º 939",4200-070 PORTO,,,,"DOWER CMNS - SOCIEDADE DE ADVOGADOS, SP, RL"
Porto,95/10,VALONGO,29-12-2010,geral@advogados-md.com,"Avenida 25 de Abril, n.º 261",4440-502 VALONGO,222415892,220105070,,"DUARTE MENEZES SOARES, PEDRO TEIXEIRA DIAS-SOCIEDADE DE ADVOGADOS RL"
Porto,1/13,PORTO,02-01-2013,duquerodrigues@dr.com,"Rua Rainha D estefânia, 246 - 7º, Sala 24 e 25",4150-303 PORTO,226051230,226051239,,"DUQUE RODRIGUES & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, RL"
Porto,14/18,PORTO,26-03-2018,mda@da.pt,"Avenida da Boavista, n.º 3265, 3.1",4100-137 PORTO,221202305,,,"DURHAM AGRELLOS & ASSOCIADOS, SOCIEDADE DE ADVOGADOS, SP, RL"
Porto,60/13,VILA NOVA DE FAMALICÃO,05-12-2013,durvaltiagoferreira-8629P@adv.oa.pt,"Av. 25 de Abril, 50 - 2º Esq., A",4760-101 VILA NOVA DE FAMALICÃO,252322392,252322392,,"DURVAL FERREIRA & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, RL"
Porto,82/02,PORTO,06-11-2002,epsousatmguerra@iol.pt,"R. da Boavista, 844 - 2º.  Sala  2.2",4050-106 PORTO,223390773,223390775,,"EDUARDO PEREIRA DE SOUSA, TERESA MARQUES GUERRA & ASSOCIADOS-SOCIEDADE DE ADVOGADOS RL"
Porto,47/12,PORTO,16-11-2012,eduardopintodasilva-1604p@adv.oa.pt,"Rua da Meditação, 19 - 2º",4150-487 PORTO,2269097240,226003002,,"EDUARDO PINTO DA SILVA & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, RL"
Porto,27/01,PORTO,23-07-2001,pcastrorocha@mail.telepac.pt,"Av. da Boavista, 336 - 2º. Esqº.",4050-113 PORTO,223743665,223759845,,"ELMIRO DE SOUSA, ROSA VASCONCELOS & ASSOCIADOS-SOCIEDADE DE ADVOGADOS RL"
Porto,4/18,PORTO,22-01-2018,albertoeloisantos-3815p@adv.oa.pt,"Av de França, 624",4050-277 PORTO,225508531,225091165,,"ELOI SANTOS - ADVOGADOS, SP, RL"
Porto,31/07,MATOSINHOS,17-07-2007,geral@crelsociedadedeadvogados.com,"Rua Heróis de França, n.º 615",4450-159 MATOSINHOS,226051430,226051439,,"ERNESTO LARETH & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Porto,39/09,PORTO,21-04-2009,antonioesteves-4200p@adv.oa.pt,"R. Gonçalo Cristóvão, 347   Sala  117",4000-269 PORTO,220114100,220114199,,"ESTEVES, RIBEIRO, ARAÚJO & ASSOCIADOS-SOCIEDADE DE ADVOGADOS RL"
Porto,42/07,BRAGA,28-09-2007,fccc@mail.telepac.pt,"Av. Central, 164 - 2º.",4710-229 BRAGA,253271400,253271402,,"FARIA, CARVALHO, COSTA E CASTRO - SOCIEDADE DE ADVOGADOS, SP, RL"
Porto,7/17,PORTO,03-02-2017,ferreiradecima-3750p@adv.oa.pt,"Rua Serpa Pinto, 407 - 1º",4250-466 PORTO,223392110,223392119,,"FC - FERREIRA DE CIMA E PAULA REBELO - SOCIEDADE DE ADVOGADOS, SP, RL"
Porto,35/20,VILA NOVA DE GAIA,25-11-2020,dorafelix-53644L@adv.oa.pt,"Rua Pádua Correia, n.º 1941 - 2º sala 22",4400-238 VILA NOVA DE GAIA,221121395,220947071,,"FÉLIX, MACHADO & ASSOCIADOS, SOCIEDADE DE ADVOGADOS, SP, RL"
Porto,27/08,VILA NOVA DE GAIA,08-04-2008,aceliafernandes-6726p@adv.oa.pt,"Av. da República, 872 - 7º.  S / 72",4430-190 VILA NOVA DE GAIA,,,,FERNANDES & SARAIVA-SOCIEDADE DE ADVOGADOS RL
Porto,10/14,PORTO,21-01-2014,fccr.soc.advogdos@gmail.com,"Rua de Sá da Bandeira, 706 - 3º esq.",4000-432 PORTO,222014016,222014018,,"FERNANDES DA COSTA & CUNHA ROCHA, SOCIEDADE DE ADVOGADOS, SP, RL"
Porto,21/20,PORTO,11-09-2020,fsf-11804p@adv.oa.pt,"Av. da Boavista, n.º 80 - 3º, sala 28",4050-112 PORTO,,,,"FERNANDES, TOJAL & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Porto,13/89,GUIMARÃES,15-03-1989,fagamsvc.assoc@mail.telepac.pt,"Lg. da República do Brasil, 437 - C - 4º.",4810-446 GUIMARÃES,253420550,253420559,,"FERNANDO ALBERTO, GOMES ALVES, MARCOS DA SILVA, VIEIRA DE CASTRO E ASSOCIADOS-SOCIEDADE DE ADVOGADOS RL"
Porto,47/00,VIANA DO CASTELO,10-11-2000,f.arezes-5614p@adv.oa.pt,"Rua General Luís do Rêgo, 114",4900-344 VIANA DO CASTELO,258820920,258811023,,"FERNANDO AREZES & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Porto,33/03,FELGUEIRAS,06-05-2003,fernandomarinho-4169p@adv.oa.pt,"Rua António Pinto Ferreira, nº 53, Edf Centro  - Coordenador de Transportes de Felgueiras",4610-193 FELGUEIRAS,255925652,255923830,,"FERNANDO MARINHO, PAULO PIMENTA MARINHO - SOCIEDADE DE ADVOGADOS, SP, RL"
Porto,28/08,PORTO,17-04-2008,fernandopais-3212p@adv.oa.pt,"R. Pedro Homem de Mello, 55",4150-599 PORTO,226198690,226198698,,"FERNANDO PAIS & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Porto,24/11,PORTO,01-04-2011,fernandosousamagalhaes-1273p@advogados.oa.pt,"Rua Gonçalo Cristóvão, 347 - 2º Sl. 212",4049-042 PORTO,222073740,222073749,,"FERNANDO SOUSA MAGALHÃES & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Porto,63/11,VILA NOVA DE FAMALICÃO,23-12-2011,geral@fvilasboas.com,"Av. Dr. Carlos Bacelar, edf. Saza, n.º 1044, Sl. 12 A",4760-103 VILA NOVA DE FAMALICÃO,252315617,252313149,,"FERNANDO VILAS BOAS, ISABEL GUIMARÃES & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Porto,32/18,PORTO,08-08-2018,alvaroferreiramarques-55103P@adv.oa.pt,"Praça General Humberto Delgado, 287 - 2º dto.",4000-288 PORTO,223394240,223394249,,"FERREIRA MARQUES, AGUIAR & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Porto,16/98,OLIVEIRA DE AZEMÉIS,26-03-1998,soc.@oa.pt,"R. Dr. António José de Almeida, 126  Edfº.  - Caracas, 1º.  Apartº.  1084",3721-909 OLIVEIRA DE AZEMÉIS,256682596,256673744,,"FERREIRA PINTO, BASTOS, SARAIVA E ASSOCIADOS-SOCIEDADE DE ADVOGADOS RL"
Porto,14/08,PORTO,05-03-2008,geral@advogadosfm.com,"R. Amália Luazes, 23  Sala  8",4200-052 PORTO,225025915,225029384,,"FIGUEIREDO & MENDES e ASSOCIADOS, SOC. DE ADVOGADOS, SP, RL"
Porto,57/96,MATOSINHOS,28-11-1996,silva.lobo.advo@sapo.pt,"Av. da República, 679 - 6º.  Sala 65",4450-242 MATOSINHOS,229376162,229379548,,"FONSECA SILVA & ROCHA LOBO - SOCIEDADE DE ADVOGADOS, SP, RL"
Porto,31/21,MATOSINHOS,12-07-2021,frasociedadedeadvogados@frasociedadedeadvogados.pt,"Avenida Républica, n.º 679, 5º andar, sala 5.1",4450-242 MATOSINHOS,229383386,,,"FRA – FRANCISCO DUARTE, RICARDO PINTO & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Porto,19/93,GUIMARÃES,04-01-1993,drdiaspereira-4433p@adv.oa.pt,"Largo da República do Brasil, n.º 437 C, 2.º andar V - 451",4810-446 GUIMARÃES,253780797,,,"FRANCISCO DIAS PEREIRA E ASSOCIADOS, SOCIEDADE DE ADVOGADOS, SP, RL"
Porto,25/19,PORTO,23-07-2019,geral@espinhacoadvogados.pt,"Praça do Bom Sucesso, n.º 61, Edf. Trace Center, sl 906 e 907",4150-146 PORTO,226005816,226005504,,"FRANCISCO MANUEL ESPINHAÇO & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Porto,26/20,PORTO,22-09-2020,franclimferreira-10861p@adv.oa.pt,"Rua Santo Ildefonso, n.º 366 - 1º esq. frt.",4000-470 PORTO,225361925,225361925,,"FRANCLIM FERREIRA ROSA ARANTES - SOCIEDADE DE ADVOGADOS, SP, RL"
Porto,46/14,GUIMARÃES,12-08-2014,info@freitascarvalho.pt,"largo República do Brasil, 437C, 2º X",4810-446 GUIMARÃES,253095086,253095088,,"FREITAS CARVALHO, CARVALHO & ASSOCIADOS - SOCEIDADE DE ADVOGADOS, RL"
Porto,47/03,PORTO,25-06-2003,fgl@fgl.pt,"R. António Cardoso, 332",4150-079 PORTO,226079400,226079409,,"FREITAS, GIRALDES & LEÃO-SOCIEDADE DE ADVOGADOS RL"
Porto,25/03,AVES,01-04-2003,sadv@sapo.pt,"Av. Comendador Silva Araújo, ""CI""",4795-003 AVES,252874627,252874628,,"GABRIEL FREITAS & SANDRA COSTA VELOSO - SOCIEDADE DE ADVOGADOS, SP, RL"
Porto,24/89,GUIMARÃES,02-05-1989,geral@gamalobomelo.com,"Avª. General Humberto Delgado,  181",4800-158 GUIMARÃES,253421600,253413086,,"GAMA LOBO XAVIER, LUÍS TEIXEIRA E MELO E ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Porto,19/07,PORTO,17-05-2007,soc.@oa.pt,"Av. da França, n.º 256 - E. 4.1",4050-276 PORTO,222087731,222050947,,"GAVINA & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Porto,45/13,PORTO,02-09-2013,geral@gmnt.pt,"Rua do Campo Alegre n.º 1306, 5º, sala 509",4150-174 PORTO,225400466,225400469,,"GERALDES MARTINS & NOGUEIRA TAVARES - SOCIEDADE DE ADVOGADOS, SP, RL"
Porto,32/21,PORTO,12-07-2021,diana.ribeiro@giambronelaw.com,"Rua Sá da Bandeira, n.º 182, 1.º andar",4000-428 PORTO,221201330,,,"GIAMBRONE & ASSOCIADOS, SOCIEDADE DE ADVOGADOS SP, RL"
Porto,63/14,MATOSINHOS,03-12-2014,jorgeugomes-10489p@adv.oa.pt,"Rua Rorberto Ivens - 1º, Sala 2",4450-251 MATOSINHOS,220129706,220129716,,"GOMES, FERRO & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Porto,18/15,SENHORA DA HORA,31-03-2015,paulofonsecaregufe-8536p@advogados.oa.pt,Estrada Exterior da Circunvalação n.º 13432,4460-286 SENHORA DA HORA,222061250,222061259,,"GOMES, REGUFE & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Porto,81/09,PORTO,08-10-2009,valdemar.g.advg@mail.telepac.pt,"R. de Ceuta, 118 - 4º.  Sala  31",4050-190 PORTO,222050994,222051851,,"GONÇALVES & ASSOCIADOS, SOCIEDADE DE ADVOGADOS, SP, RL"
Porto,3/89,VALONGO,24-01-1989,cuatrecasasporto@cuatrecasas.com,"Avª. 5 de Outubro, 73 - 1º. Dtº.",4440-000 VALONGO,226166920,226166949,,GONÇALVES PEREIRA E ASSOCIADOS - SOCIEDADE DE ADVOGADOS
Porto,29/14,SANTA MARIA DA FEIRA,15-05-2014,jorgesoares-10706p@adv.oa.pt,Rua Principal n.º 828,4535-216 SANTA MARIA DA FEIRA,,,,"GONÇALVES SOARES & DIAS - SOCIEDADE DE ADVOGADOS, RL"
Porto,20/98,PORTO,22-04-1998,pm.lopes-8640p@adv.oa.pt,"Rua Prof. Correia de Araújo, 593 - Praceta  - Privada, Entrada 3   Salas 1 e 2",4200-205 PORTO,225020635,225508968,,"GONÇALVES, LOPES E ASSOCIADOS-SOCIEDADE DE ADVOGADOS, SP, RL"
Porto,3/23,PORTO,17-01-2023,gouveiacoelho-2423p@adv.oa.pt,"Rua Campo 24 de Agosto, 129, Piso 4, Sala 401",4300-504 PORTO,,,918796741,"Gouveia Coelho e Associados, Sociedade de Advogados, S.P., R.L."
Porto,16/07,PORTO,14-05-2007,geral@qggp-advodados.com,"Alameda Eça de Queiroz, 37 - 1º. Drtº.",4200-273 PORTO,225502625,225502702,,"GUEDES DA COSTA, TORRES PEIXOTO & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Porto,25/91,SANTA MARIA DA FEIRA,11-07-1991,gustavofernandes.advogados@mail.telepac.pt,"Rua de S. Nicolau, 33 - 1º. Esqº.",4520-000 SANTA MARIA DA FEIRA,256379680,256379689,,"GUSTAVO FERNANDES, DOMINGOS LEITE E ASSOCIADOS - SOCIEDADE DE ADVOGADOS"
Porto,11/06,PORTO,24-02-2006,henrique_de_carvalho-3926l@advogados.oa.pt,"R. Gonçalo Cristóvão, 128 - 5º. Esqº.",4000-264 PORTO,223393370,222007425,,"HENRIQUE DE CARVALHO & ASSOCIADOS- ADVOGADOS - SP, RL"
Porto,8/10,MAIA,20-01-2010,maia@advogadosportugal.com.pt,"R. Dr. Augusto Martins, 90 - 2º.  Sala 6",4470-145 MAIA,229419846,229419847,,HENRIQUE PINA LOPES & ASSOCIADOS -SOCIEDADE DE ADVOGADOS RL
Porto,6/17,BRAGA,03-02-2017,hugosoares-48325P@adv.oa.pt,"Av da Liberdade, 615 - 3º E 02",4710-251 BRAGA,253221221,253616225,,"HMR - SOCIEDADE DE ADVOGADOS, SP, RL"
Porto,8/88,VIANA DO CASTELO,01-08-1988,horaciolages.viana@mail.telepac.pt,"Passeio das Mordomas da Romaria,  26 ",4901-876 VIANA DO CASTELO,258800880,258800889,,"HORÁCIO LAGES & CARLOS LAGES - SOCIEDADE DE ADVOGADOS, SP, RL"
Porto,58/14,PORTO,12-11-2014,humbertosanovais-5988p@adv.oa.pt,"Rua Júlio Dinis, n.º 920, 1º Esq.",4050-322 PORTO,,,,"HUMBERTO SÁ NOVAIS & LUÍS VELHO CABRAL, SOCIEDADE DE ADVOGADOS, SP, RL"
Porto,26/00,ANADIA,22-05-2000,info@ipasa.pt,"Rua Padre Américo, Edificio Marialva, 1º L",3780-236 ANADIA,231518000,231512323,934203515/916056560,"IRP - INÁCIO RAMOS PERES & ASSOCIADOS, SOCIEDADE DE ADVOGADOS, SP, RL, Lda"
Porto,70/05,VALBOM GDM,15-12-2005,jgoncalvesoliveira-7450p@adv.oa.pt,"R. da Escola Dramática, 633",4420-443 VALBOM GDM,224649364,224649366,,"J. GONÇALVES OLIVEIRA & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Porto,10/12,PORTO,21-03-2012,maria.alberta.gomes-5556P@adv.oa.pt,"Rua Gonçalo Cristovão, nº 347 - 5º andar, sala 505",4000-270 PORTO,225188743,225101392,,"J. SOUSA DA SILVA, GOMES - SOCIEDADE DE ADVOGADOS, RL"
Porto,23/14,PORTO,08-04-2014,ruidejesus-415e@adv.oa.pt,"Rua do Campo Alegre, 1306 - 1º sala 105",4150-174 PORTO,,,,"JESUS, FONSECA & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, RL"
Porto,18/06,MATOSINHOS,14-03-2006,joanasapereira-8953p@adv.oa.pt,"Av. da República, 679 - 4º.",4450-498 MATOSINHOS,229399240,229399249,,"JOANA SÁ PEREIRA, MARIA JOÃO AFONSO & ASSOCIADOS-SOCIEDADE DE ADVOGADOS RL"
Porto,2/19,VILA NOVA DE FAMALICÃO,15-01-2019,joaoaraujo-6334p@adv.oa.pt,"Av Dr. Carlos Bacelar, 1044 - 2º, Sala 27 B",4760-103 VILA NOVA DE FAMALICÃO,252310438,252371113,,"JOÃO ARAUJO & ASSOCIADOS, SOCIEDADE DE ADVOGADOS SP, RL"
Porto,20/00,PORTO,31-03-2000,geral@jcs-associados.pt,"Av. Marechal Gomes da Costa, 511",4150-358 PORTO,226198690,226198698,,"JOÃO CARLOS SILVA & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Porto,15/11,BRAGA,03-03-2011,geral@jmaassociados.com,"R. Bernardo Sequeira, 201  r/c  S. Victor",4715-010 BRAGA,253007179,253007179,,"JOÃO MAGALHÃES, ADRIANA AMORIM E ASSOCIADOS-SOCIEDADE DE ADVOGADOS RL"
Porto,35/89,PÓVOA DE VARZIM,17-10-1989,advogadosjmtm@mail.telepac.pt,"R. Padre José Brenha, 58",4490-669 PÓVOA DE VARZIM,252690570,252690571,,"JOÃO MARIZ & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Porto,31/01,PORTO,26-07-2001,jmarques.advogados@oninet.pt,"Prª. Carlos Alberto, 123 - 3º.  Salas 33 e 34",4050-293 PORTO,222052016,222038372,,JOÃO MARQUES & ASSOCIADOS-SOCIEDADE DE ADVOGADOS RL
Porto,42/00,VILA NOVA DE FAMALICÃO,04-10-2000,jsvm.soc.advogados@sapo.pt,"Rua S. João de Deus, 106 – 1º. Esqº.",4760-000 VILA NOVA DE FAMALICÃO,252372760,252314130,,JOÃO SAMPAIO E ZEFERINO MARTINS - SOCIEDADE DE ADVOGADOS RL
Porto,21/02,CELORICO DE BASTO,28-02-2002,joaquim.vitor@clix.pt,"Rua do Passeio Público, 1 - 1º esq.",4890-224 CELORICO DE BASTO,255322550,255323551,,"JOAQUIM BASTOS & ASSOCIADOS -SOCIEDADE DE ADVOGADOS, RL"
Porto,1/85,PORTO,25-01-1985,lawfirm@jcassociados.pt,"R. Eugénio de Castro, 352 Esc. 28",4100-225 PORTO,226051330,226092146,,"JORGE CARNEIRO E ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Porto,90/10,PORTO,28-10-2010,franciscosamorais@mail.telepac.pt,"R. Pedro Homem de Mello, 55 - 8º. Piso",4150-599 PORTO,226197400,226197409,,"JORGE CARVALHO GUIMARÃES, FRANCISCO SÁ MORAIS E ASSOCIADOS -SOCIEDADE DE ADVOGADOS RL"
Porto,6/11,FRADELOS VNF,25-01-2011,jjdc-7137p@adv.oa.pt,"R. da Igreja, 39  Fradelos",4760-485 FRADELOS VNF,252413220,252413221,,"JORGE DA COSTA & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Porto,12/10,PORTO,29-01-2010,jorgeneto@telepac.pt,"R. Pedro Homem de Melo, 55 - 8º.",4150-599 PORTO,226198690,228198699,,"JORGE NETO E ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Porto,11/09,BRAGA,29-01-2009,a.rocha.pinto-5830p@advogados.oa.pt,"R. Centro Comercial da Estação, 1 - 1º.  Loja  29",4700-223 BRAGA,253206290,253206293,,"JORGE VARANDA, MANUEL PINTO & ASSOCIADOS-SOCIEDADE DE ADVOGADOS RL"
Porto,2/14,MARCO DE CANAVESES,03-01-2014,jorgevieira-3468p@adv.oa.pt,"Avenida Avelino Ferreira Torres, 1678",4630-201 MARCO DE CANAVESES,255534985,255523378,,"JORGE VIEIRA, MIGUEL VIEIRA & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, RL"
Porto,10/02,GUIMARÃES,16-01-2002,jac.ao.advogados@net.vodafone.pt,"Largo Condessa do Juncal, 40 - 1º.",4800-159 GUIMARÃES,253416549,253511031,,"JOSÉ ALBERTO CUNHA, ÁLVARO OLIVEIRA - SOCIEDADE DE ADVOGADOS, SP, RL"
Porto,37/98,VALENÇA,25-09-1998,nãotem,"Rua Pestana de Vasconcelos, 21",4930-721 VALENÇA,251825715,nãotem,,JOSÉ ANTÓNIO NOGUEIRA E FILOMENA TEIXEIRA-SOCIEDADE DE ADVOGADOS RL
Porto,30/20,PORTO,06-10-2020,jose.freitas@defreitas.eu,"Rua Eugénio de Castro, n.º 300 - 1º,  s/117",4100-225 PORTO,221144556,221108184,,"JOSÉ DE FREITAS, SOCIEDADE DE ADVOGADOS, SP, RL"
Porto,39/04,VILA NOVA DE GAIA,29-07-2004,josefigueiredo-3167p@advogados.oa.pt,"R. Álvares Cabral, 125 - 2º.  E",4400-017 VILA NOVA DE GAIA,223704896,223701063,,"JOSÉ FIGUEIREDO & ASSOCIADOS - ADVOGADOS SP, RL"
Porto,8/98,VILA NOVA DE GAIA,16-02-1998,elsa.batista-4161p@advogados.oa.pt,"Rua Raimundo de Carvalho,  171 - 4º.  Salas  43/44/45",4430-000 VILA NOVA DE GAIA,223721902,223721902,,JOSÉ M. ALVES  &  ELSA BAPTISTA-SOCIEDADE DE ADVOGADOS RL
Porto,3/02,VILA REAL,03-01-2002,pmacieirinha-6531p@adv.oa.pt,"R. D. Pedro de Castro, 13  Apartado 251",5001-911 VILA REAL,259371949,259321757,,"JOSÉ MACIEIRINHA, PEDRO MACIEIRINHA E ASSOCIADOS-SOCIEDADE DE ADVOGADOS, SP, RL"
Porto,32/16,OLIVEIRA DE AZEMÉIS,26-07-2016,jmmartins-5994p@adv.oa.pt,"Rua Bento Carqueja, 147 - 2º",3720-214 OLIVEIRA DE AZEMÉIS,256682640,256682642,,"JOSÉ MARIA MARTINS, VERÓNICA PINTO & ASSOCIADOS, SOCIEDADE DE ADVOGADOS, SP, RL"
Porto,17/95,MATOSINHOS,16-05-1995,pnpereirapinto-5185p@adv.oa.pt,"Rua Brito Capelo,  598 - 3º. Sala 3",4450-000 MATOSINHOS,229375819,229387473,,JOSÉ NUNO PEREIRA PINTO E PEDRO NUNO N. PEREIRA PINTO - SOCIEDADE DE ADVOGADOS
Porto,51/03,PORTO,30-06-2003,info@jpab.pt,"R. José Falcão, 110 - 2º.",4050-315 PORTO,220122100,220122101,,"JOSÉ PEDRO AGUIAR-BRANCO E ASSOCIADOS-SOCIEDADE DE ADVOGADOS, SP, RL"
Porto,26/12,BRAGA,28-06-2012,geral@jpcadvogados.pt,"Av. D. João II, Polo de Negocios de Braga, Edf.  - B, n.º 374, Esc. 35",4715-175 BRAGA,253204060,253204069,,"JOSÉ PEDRO O. CARVALHO & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, RL"
Porto,47/14,SANTO ESTEVÃO BARROSAS,19-08-2014,silvalopes-15873l@advogados.oa.pt,"Rua de Santo Estêvão, n.º 43",4620-615 SANTO ESTEVÃO BARROSAS,223758799,223758801,,"JOSÉ SILVA LOPES & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, RL"
Porto,35/22,ERMESINDE,16-09-2022,geral@jpmns.pt,"Rua Simão Lopes, n.º 369",4445-602 ERMESINDE,229753602,,,"JPMNS SOCIEDADE DE ADVOGADOS, SP, RL"
Porto,24/00,VALONGO,10-05-2000,geral@jsa_sociedadeadvogados.pt,"Trª. Vila Nova de Gaia, 30 - Ermesinde",4440-000 VALONGO,223320933,223320281,,"JÚLIO SANTOS & ASSOCIADOS-SOCIEDADE DE ADVOGADOS, SP, RL"
Porto,45/96,PORTO,30-09-1996,lmsocieadvogados@mail.telapac.pt,"Rua Engenheiro Ferreira Dias, n.º 924 - 2º andar, E 25",4100-246 PORTO,222004341,223324357,,"L. FERREIRA, C. LEÃO, C. MACHADO, L. MOURÃO, SOCIEDADE DE ADVOGADOS, SP, RL"
Porto,15/06,PORTO,08-03-2006,geral@lfrt.pt,"Rua Caldas Xavier, 38 - 5º dt.",4150-162 PORTO,226004851,226004958,,"LEAL, FARO, RAMOS & TENTÚGAL - SOCIEDADE DE ADVOGADOS, SP, RL"
